id,label
533,1
534,0
535,0
536,1
537,1
538,1
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,1
547,1
548,1
549,0
550,0
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,0
560,1
561,1
562,0
563,0
564,0
565,1
566,0
567,0
568,1
569,1
570,1
571,1
572,0
573,1
574,1
575,1
576,0
577,1
578,1
579,1
580,0
581,0
582,0
583,1
584,0
585,1
586,1
587,1
588,0
589,0
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,0
598,1
599,0
600,0
601,1
602,1
603,1
604,0
605,1
606,0
607,0
608,0
609,1
610,1
611,0
612,0
613,0
614,1
615,0
616,0
617,1
618,1
619,0
620,1
621,1
622,1
623,0
624,1
625,0
626,1
627,0
628,0
629,1
630,1
631,1
632,0
633,1
634,0
635,1
636,1
637,1
638,1
639,0
640,1
641,1
642,0
643,1
644,1
645,1
646,1
647,0
648,0
649,0
650,1
651,0
652,1
653,0
654,0
655,0
656,0
657,0
658,1
659,0
660,1
661,1
662,1
663,0
664,1
665,1
666,0
667,0
668,1
669,0
670,1
671,1
672,0
673,0
674,0
675,0
676,1
677,1
678,1
679,1
680,1
681,0
682,0
683,0
684,1
685,0
686,1
687,1
688,1
689,1
690,1
691,0
692,0
693,1
694,0
695,0
696,1
697,1
698,1
699,0
700,0
701,1
702,1
703,1
704,0
705,1
706,1
707,0
708,1
709,1
710,1
711,0
712,1
713,1
714,1
715,0
716,0
717,1
718,1
719,0
720,1
721,1
722,0
723,1
724,1
725,1
726,1
727,1
728,0
729,1
730,1
731,1
732,1
733,1
734,0
735,1
736,0
737,1
738,0
739,1
740,1
741,1
742,1
743,1
744,1
745,0
746,1
747,1
748,1
749,1
750,1
751,0
752,0
753,0
754,0
755,1
756,1
757,0
758,1
759,1
760,1
761,0
762,1
763,0
764,1
765,1
766,1
767,1
768,1
769,1
770,1
771,0
772,0
773,0
774,1
775,1
776,1
777,0
778,0
779,0
780,1
781,1
782,1
783,1
784,1
785,0
786,1
787,0
788,1
789,1
790,0
791,1
792,0
793,0
794,1
795,1
796,1
797,1
798,0
799,1
800,0
801,1
802,0
803,0
804,0
805,1
806,1
807,1
808,0
809,1
810,0
811,0
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,0
820,1
821,0
822,0
823,0
824,1
825,1
826,1
827,1
828,1
829,1
830,0
831,0
832,1
833,1
834,0
835,1
836,1
837,0
838,1
839,0
840,1
841,0
842,0
843,1
844,1
845,1
846,0
847,1
848,0
849,1
850,0
851,1
852,1
853,1
854,1
855,1
856,1
857,1
858,0
859,1
860,1
861,1
862,0
863,1
864,0
865,1
866,0
867,0
868,1
869,1
870,0
871,1
872,0
873,1
874,1
875,1
876,1
877,1
878,0
879,1
880,0
881,0
882,1
883,0
884,1
885,0
886,0
887,1
888,1
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,1
897,1
898,1
899,0
900,1
901,1
902,0
903,0
904,1
905,0
906,1
907,1
908,1
909,1
910,1
911,1
912,0
913,1
914,0
915,1
916,1
917,1
918,1
919,0
920,1
921,0
922,1
923,0
924,0
925,0
926,1
927,0
928,1
929,1
930,0
931,0
932,0
933,1
934,0
935,0
936,0
937,1
938,1
939,1
940,1
941,1
942,0
943,0
944,0
945,0
946,1
947,1
948,1
949,1
950,0
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,0
961,0
962,1
963,0
964,0
965,0
966,1
967,1
968,1
969,1
970,0
971,0
972,1
973,0
974,0
975,1
976,1
977,0
978,1
979,0
980,1
981,1
982,1
983,0
984,0
985,0
986,1
987,0
988,1
989,0
990,0
991,1
992,0
993,1
994,0
995,1
996,0
997,0
998,1
999,0
1000,0
1001,0
1002,1
1003,1
1004,1
1005,1
1006,1
1007,0
1008,0
1009,1
1010,0
1011,1
1012,1
1013,1
1014,1
1015,0
1016,0
1017,1
1018,1
1019,1
1020,0
1021,0
1022,1
1023,0
1024,1
1025,0
1026,0
1027,0
1028,0
1029,0
1030,1
1031,1
1032,0
1033,0
1034,1
1035,0
1036,1
1037,1
1038,1
1039,0
1040,1
1041,1
1042,1
1043,1
1044,1
1045,0
1046,0
1047,0
1048,1
1049,1
1050,0
1051,1
1052,1
1053,0
1054,1
1055,1
1056,1
1057,1
1058,1
1059,0
1060,1
1061,0
1062,1
1063,1
1064,1
1065,1
1066,0
1067,0
1068,1
1069,1
1070,0
1071,1
1072,0
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,0
1080,1
1081,0
1082,1
1083,1
1084,1
1085,1
1086,0
1087,0
1088,0
1089,1
1090,0
1091,0
1092,1
1093,1
1094,0
1095,1
1096,0
1097,1
1098,1
1099,1
1100,0
1101,1
1102,1
1103,0
1104,0
1105,0
1106,0
1107,1
1108,0
1109,1
1110,1
1111,1
1112,0
1113,1
1114,1
1115,0
1116,0
1117,1
1118,1
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,1
1126,1
1127,1
1128,1
1129,0
1130,0
1131,1
1132,0
1133,1
1134,1
1135,1
1136,0
1137,1
1138,0
1139,0
1140,0
1141,1
1142,0
1143,0
1144,1
1145,1
1146,0
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,0
1154,0
1155,0
1156,0
1157,0
1158,1
1159,1
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,1
1168,1
1169,0
1170,1
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,1
1178,1
1179,1
1180,0
1181,1
1182,0
1183,0
1184,1
1185,0
1186,1
1187,0
1188,1
1189,0
1190,1
1191,0
1192,1
1193,1
1194,0
1195,0
1196,1
1197,0
1198,1
1199,0
1200,1
1201,1
1202,0
1203,1
1204,1
1205,1
1206,0
1207,0
1208,0
1209,1
1210,0
1211,0
1212,0
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,0
1221,1
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,1
1231,1
1232,1
1233,1
1234,0
1235,1
1236,0
1237,0
1238,1
1239,1
1240,1
1241,1
1242,0
1243,0
1244,0
1245,0
1246,0
1247,1
1248,1
1249,0
1250,1
1251,1
1252,1
1253,1
1254,0
1255,0
1256,0
1257,1
1258,1
1259,0
1260,0
1261,1
1262,0
1263,1
1264,1
1265,1
1266,1
1267,0
1268,1
1269,1
1270,0
1271,0
1272,0
1273,1
1274,1
1275,0
1276,1
1277,1
1278,1
1279,0
1280,1
1281,0
1282,1
1283,1
1284,0
1285,1
1286,1
1287,0
1288,0
1289,1
1290,0
1291,1
1292,0
1293,1
1294,0
1295,1
1296,1
1297,0
1298,0
1299,0
1300,1
1301,1
1302,1
1303,1
1304,0
1305,0
1306,0
1307,1
1308,0
1309,0
1310,0
1311,0
1312,1
1313,1
1314,1
1315,0
1316,0
1317,1
1318,1
1319,0
1320,1
1321,0
1322,1
1323,1
1324,1
1325,0
1326,1
1327,0
1328,1
1329,1
1330,1
1331,0
1332,0
1333,0
1334,1
1335,0
1336,0
1337,1
1338,1
1339,0
1340,1
1341,0
1342,0
1343,0
1344,1
1345,1
1346,1
1347,0
1348,0
1349,1
1350,0
1351,1
1352,1
1353,1
1354,0
1355,1
1356,1
1357,1
1358,1
1359,1
1360,0
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,0
1368,1
1369,1
1370,1
1371,1
1372,0
1373,0
1374,0
1375,0
1376,1
1377,1
1378,1
1379,0
1380,1
1381,1
1382,1
1383,0
1384,0
1385,1
1386,1
1387,0
1388,1
1389,0
1390,1
1391,1
1392,1
1393,0
1394,0
1395,1
1396,1
1397,1
1398,1
1399,1
1400,0
1401,0
1402,1
1403,1
1404,1
1405,1
1406,1
1407,0
1408,0
1409,1
1410,1
1411,1
1412,0
1413,1
1414,1
1415,0
1416,1
1417,0
1418,1
1419,0
1420,1
1421,1
1422,1
1423,0
1424,1
1425,0
1426,1
1427,0
1428,0
1429,0
1430,1
1431,1
1432,1
1433,0
1434,1
1435,1
1436,1
1437,0
1438,0
1439,1
1440,1
1441,0
1442,1
1443,0
1444,1
1445,0
1446,0
1447,1
1448,1
1449,0
1450,1
1451,1
1452,0
1453,1
1454,1
1455,0
1456,0
1457,1
1458,1
1459,0
1460,1
1461,0
1462,1
1463,0
1464,1
1465,1
1466,0
1467,0
1468,1
1469,0
1470,0
1471,1
1472,0
1473,1
1474,0
1475,1
1476,0
1477,1
1478,0
1479,1
1480,0
1481,0
1482,1
1483,0
1484,1
1485,0
1486,1
1487,1
1488,1
1489,0
1490,1
1491,0
1492,1
1493,1
1494,1
1495,0
1496,1
1497,0
1498,1
1499,0
1500,0
1501,1
1502,1
1503,1
1504,0
1505,1
1506,1
1507,1
1508,0
1509,1
1510,1
1511,0
1512,0
1513,0
1514,1
1515,1
1516,1
1517,1
1518,0
1519,1
1520,1
1521,1
1522,0
1523,0
1524,0
1525,1
1526,0
1527,1
1528,1
1529,0
1530,0
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,0
1546,0
1547,1
1548,0
1549,1
1550,0
1551,0
1552,0
1553,1
1554,1
1555,0
1556,1
1557,0
1558,1
1559,1
1560,1
1561,0
1562,0
1563,1
1564,0
1565,1
1566,1
1567,1
1568,0
1569,0
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,1
1583,1
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,1
1591,1
1592,0
1593,1
1594,0
1595,1
1596,0
1597,0
1598,1
1599,0
1600,1
1601,0
1602,1
1603,1
1604,0
1605,1
1606,0
1607,0
1608,0
1609,0
1610,1
1611,1
1612,0
1613,1
1614,0
1615,0
1616,1
1617,1
1618,1
1619,0
1620,1
1621,1
1622,1
1623,1
1624,0
1625,0
1626,0
1627,1
1628,0
1629,1
1630,1
1631,1
1632,1
1633,1
1634,0
1635,0
1636,1
1637,1
1638,1
1639,1
1640,1
1641,0
1642,0
1643,1
1644,0
1645,0
1646,0
1647,0
1648,0
1649,1
1650,0
1651,1
1652,1
1653,0
1654,0
1655,0
1656,1
1657,0
1658,0
1659,1
1660,1
1661,1
1662,0
1663,1
1664,1
1665,0
1666,0
1667,1
1668,0
1669,0
1670,0
1671,0
1672,1
1673,1
1674,0
1675,1
1676,1
1677,1
1678,0
1679,0
1680,0
1681,1
1682,1
1683,0
1684,1
1685,1
1686,1
1687,1
1688,0
1689,1
1690,1
1691,0
1692,1
1693,1
1694,0
1695,1
1696,1
1697,1
1698,1
1699,0
1700,1
1701,0
1702,1
1703,0
1704,0
1705,0
1706,0
1707,1
1708,0
1709,1
1710,0
1711,1
1712,1
1713,1
1714,0
1715,0
1716,1
1717,1
1718,1
1719,0
1720,0
1721,0
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,0
1732,1
1733,1
1734,1
1735,0
1736,1
1737,0
1738,0
1739,1
1740,1
1741,0
1742,0
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,0
1750,1
1751,0
1752,1
1753,1
1754,0
1755,0
1756,1
1757,0
1758,1
1759,0
1760,0
1761,0
1762,1
1763,0
1764,0
1765,1
1766,1
1767,1
1768,0
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,0
1777,1
1778,1
1779,1
1780,1
1781,0
1782,1
1783,1
1784,1
1785,1
1786,0
1787,1
1788,1
1789,1
1790,1
1791,0
1792,1
1793,1
1794,1
1795,0
1796,0
1797,1
1798,0
1799,1
1800,0
1801,1
1802,1
1803,1
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,0
1811,0
1812,1
1813,0
1814,1
1815,1
1816,1
1817,0
1818,0
1819,0
1820,0
1821,1
1822,0
1823,1
1824,0
1825,0
1826,0
1827,1
1828,0
1829,0
1830,1
1831,0
1832,0
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,0
1840,0
1841,1
1842,1
1843,0
1844,0
1845,0
1846,1
1847,0
1848,1
1849,1
1850,0
1851,1
1852,0
1853,1
1854,1
1855,1
1856,0
1857,1
1858,0
1859,0
1860,1
1861,1
1862,1
1863,0
1864,0
1865,0
1866,1
1867,1
1868,0
1869,1
1870,0
1871,1
1872,1
1873,0
1874,1
1875,1
1876,0
1877,1
1878,0
1879,1
1880,0
1881,0
1882,1
1883,1
1884,1
1885,0
1886,0
1887,1
1888,0
1889,1
1890,1
1891,1
1892,1
1893,0
1894,1
1895,1
1896,1
1897,0
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,0
1905,1
1906,1
1907,1
1908,1
1909,1
1910,0
1911,1
1912,1
1913,1
1914,0
1915,0
1916,0
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,1
1924,0
1925,1
1926,0
1927,0
1928,1
1929,0
1930,0
1931,0
1932,0
1933,0
1934,1
1935,0
1936,0
1937,0
1938,1
1939,1
1940,1
1941,0
1942,0
1943,1
1944,0
1945,1
1946,0
1947,0
1948,1
1949,1
1950,0
1951,1
1952,1
1953,0
1954,0
1955,1
1956,0
1957,1
1958,1
1959,1
1960,0
1961,0
1962,1
1963,0
1964,1
1965,0
1966,1
1967,1
1968,1
1969,1
1970,0
1971,1
1972,0
1973,0
1974,1
1975,1
1976,1
1977,1
1978,0
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,0
1989,1
1990,1
1991,0
1992,1
1993,0
1994,1
1995,1
1996,0
1997,0
1998,1
1999,1
2000,1
2001,0
2002,1
2003,1
2004,1
2005,0
2006,1
2007,0
2008,0
2009,0
2010,0
2011,0
2012,1
2013,1
2014,0
2015,0
2016,0
2017,1
2018,0
2019,1
2020,0
2021,1
2022,0
2023,0
2024,0
2025,0
2026,1
2027,0
2028,1
2029,1
2030,0
2031,1
2032,1
2033,0
2034,1
2035,0
2036,1
2037,0
2038,0
2039,0
2040,0
2041,0
2042,1
2043,0
2044,1
2045,1
2046,0
2047,1
2048,0
2049,1
2050,1
2051,1
2052,1
2053,1
2054,1
2055,1
2056,0
2057,0
2058,0
2059,0
2060,0
2061,1
2062,0
2063,0
2064,1
2065,1
2066,0
2067,1
2068,1
2069,0
2070,1
2071,1
2072,1
2073,1
2074,1
2075,0
2076,1
2077,1
2078,1
2079,1
2080,1
2081,1
2082,1
2083,0
2084,1
2085,1
2086,0
2087,1
2088,0
2089,1
2090,1
2091,1
2092,0
2093,1
2094,1
2095,1
2096,0
2097,1
2098,1
2099,1
2100,0
2101,0
2102,1
2103,1
2104,1
2105,1
2106,1
2107,0
2108,1
2109,1
2110,0
2111,0
2112,0
2113,1
2114,1
2115,1
2116,1
2117,1
2118,0
2119,1
2120,1
2121,1
2122,1
2123,0
2124,1
2125,0
2126,1
2127,0
2128,1
2129,0
2130,0
2131,0
2132,1
2133,1
2134,1
2135,1
2136,0
2137,1
2138,0
2139,0
2140,0
2141,1
2142,1
2143,0
2144,0
2145,1
2146,0
2147,0
2148,0
2149,1
2150,0
2151,1
2152,0
2153,1
2154,1
2155,1
2156,0
2157,0
2158,1
2159,1
2160,1
2161,1
2162,1
2163,0
2164,1
2165,1
2166,1
2167,1
2168,0
2169,1
2170,0
2171,1
2172,0
2173,0
2174,1
2175,1
2176,0
2177,1
2178,0
2179,0
2180,0
2181,1
2182,0
2183,1
2184,1
2185,0
2186,1
2187,0
2188,0
2189,1
2190,0
2191,1
2192,0
2193,1
2194,1
2195,1
2196,0
2197,0
2198,0
2199,1
2200,1
2201,1
2202,0
2203,1
2204,1
2205,1
2206,1
2207,1
2208,0
2209,1
2210,1
2211,1
2212,1
2213,0
2214,1
2215,1
2216,1
2217,0
2218,1
2219,0
2220,0
2221,1
2222,0
2223,0
2224,0
2225,1
2226,0
2227,1
2228,1
2229,1
2230,1
2231,0
2232,0
2233,1
2234,0
2235,0
2236,1
2237,0
2238,0
2239,1
2240,0
2241,1
2242,1
2243,0
2244,1
2245,0
2246,1
2247,0
2248,1
2249,1
2250,1
2251,1
2252,0
2253,0
2254,0
2255,1
2256,1
2257,0
2258,1
2259,1
2260,0
2261,0
2262,0
2263,0
2264,1
2265,1
2266,0
2267,0
2268,0
2269,0
2270,0
2271,0
2272,1
2273,0
2274,1
2275,1
2276,1
2277,0
2278,0
2279,0
2280,1
2281,0
2282,1
2283,0
2284,1
2285,0
2286,1
2287,1
2288,0
2289,1
2290,0
2291,0
2292,0
2293,0
2294,0
2295,1
2296,0
2297,1
2298,0
2299,1
2300,1
2301,1
2302,1
2303,1
2304,0
2305,1
2306,0
2307,0
2308,0
2309,1
2310,0
2311,1
2312,1
2313,0
2314,0
2315,0
2316,1
2317,1
2318,1
2319,0
2320,1
2321,1
2322,1
2323,1
2324,1
2325,1
2326,1
2327,1
2328,1
2329,1
2330,1
2331,1
2332,0
2333,1
2334,0
2335,1
2336,0
2337,1
2338,1
2339,1
2340,0
2341,1
2342,1
2343,1
2344,1
2345,1
2346,1
2347,1
2348,1
2349,0
2350,1
2351,1
2352,0
2353,1
2354,1
2355,1
2356,0
2357,1
2358,1
2359,1
2360,0
2361,0
2362,1
2363,0
2364,0
2365,1
2366,0
2367,1
2368,0
2369,1
2370,1
2371,0
2372,1
2373,0
2374,1
2375,1
2376,0
2377,1
2378,0
2379,0
2380,1
2381,1
2382,0
2383,0
2384,1
2385,0
2386,1
2387,0
2388,1
2389,0
2390,1
2391,1
2392,1
2393,0
2394,1
2395,1
2396,1
2397,1
2398,1
2399,0
2400,0
2401,0
2402,1
2403,1
2404,0
2405,1
2406,0
2407,1
2408,1
2409,0
2410,0
2411,1
2412,0
2413,0
2414,0
2415,0
2416,0
2417,1
2418,0
2419,0
2420,1
2421,1
2422,1
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,1
2431,0
2432,0
2433,1
2434,1
2435,1
2436,0
2437,0
2438,0
2439,0
2440,1
2441,0
2442,1
2443,1
2444,1
2445,0
2446,1
2447,0
2448,0
2449,1
2450,1
2451,1
2452,0
2453,1
2454,0
2455,0
2456,1
2457,1
2458,1
2459,1
2460,1
2461,0
2462,0
2463,1
2464,1
2465,0
2466,1
2467,1
2468,1
2469,0
2470,0
2471,1
2472,0
2473,1
2474,1
2475,1
2476,1
2477,1
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,0
2485,0
2486,1
2487,1
2488,1
2489,0
2490,1
2491,1
2492,0
2493,1
2494,1
2495,0
2496,0
2497,1
2498,0
2499,1
2500,1
2501,1
2502,0
2503,0
2504,0
2505,0
2506,1
2507,0
2508,0
2509,1
2510,1
2511,1
2512,0
2513,1
2514,0
2515,0
2516,1
2517,0
2518,0
2519,1
2520,1
2521,1
2522,1
2523,1
2524,0
2525,1
2526,0
2527,0
2528,1
2529,1
2530,0
2531,1
2532,1
2533,0
2534,1
2535,1
2536,1
2537,0
2538,1
2539,1
2540,0
2541,0
2542,1
2543,1
2544,1
2545,0
2546,0
2547,1
2548,1
2549,1
2550,1
2551,1
2552,0
2553,1
2554,1
2555,0
2556,1
2557,1
2558,0
2559,1
2560,1
2561,0
2562,1
2563,0
2564,0
2565,1
2566,0
2567,0
2568,1
2569,0
2570,1
2571,1
2572,0
2573,0
2574,0
2575,0
2576,0
2577,0
2578,0
2579,1
2580,1
2581,1
2582,0
2583,1
2584,0
2585,1
2586,1
2587,0
2588,1
2589,1
2590,1
2591,1
2592,1
2593,0
2594,1
2595,1
2596,1
2597,1
2598,1
2599,0
2600,0
2601,0
2602,1
2603,0
2604,1
2605,1
2606,1
2607,1
2608,1
2609,0
2610,1
2611,0
2612,1
2613,0
2614,1
2615,0
2616,0
2617,1
2618,0
2619,1
2620,1
2621,0
2622,1
2623,0
2624,1
2625,0
2626,1
2627,1
2628,1
2629,1
2630,0
2631,0
2632,0
2633,0
2634,0
2635,1
2636,0
2637,1
2638,0
2639,1
2640,0
2641,0
2642,1
2643,0
2644,0
2645,1
2646,0
2647,0
2648,1
2649,0
2650,1
2651,0
2652,0
2653,1
2654,1
2655,1
2656,1
2657,1
2658,1
2659,0
2660,0
2661,1
2662,0
2663,1
2664,1
2665,0
2666,1
2667,0
2668,0
2669,0
2670,1
2671,1
2672,0
2673,1
2674,0
2675,1
2676,0
2677,0
2678,0
2679,1
2680,1
2681,0
2682,0
2683,1
2684,0
2685,1
2686,1
2687,1
2688,0
2689,1
2690,1
2691,1
2692,1
2693,0
2694,1
2695,1
2696,1
2697,0
2698,1
2699,1
2700,1
2701,0
2702,0
2703,0
2704,1
2705,0
2706,0
2707,1
2708,0
2709,0
2710,0
2711,1
2712,1
2713,1
2714,1
2715,1
2716,0
2717,1
2718,0
2719,0
2720,0
2721,1
2722,1
2723,1
2724,0
2725,1
2726,0
2727,1
2728,1
2729,1
2730,0
2731,1
2732,1
2733,1
2734,1
2735,1
2736,1
2737,1
2738,0
2739,1
2740,1
2741,1
2742,0
2743,0
2744,0
2745,0
2746,1
2747,1
2748,0
2749,0
2750,1
2751,0
2752,0
2753,1
2754,0
2755,1
2756,0
2757,1
2758,1
2759,1
2760,1
2761,0
2762,0
2763,0
2764,0
2765,0
2766,1
2767,1
2768,1
2769,0
2770,0
2771,0
2772,1
2773,1
2774,0
2775,1
2776,0
2777,0
2778,1
2779,1
2780,1
2781,1
2782,1
2783,0
2784,0
2785,1
2786,0
2787,1
2788,0
2789,1
2790,1
2791,0
2792,1
2793,0
2794,0
2795,0
2796,0
2797,1
2798,1
2799,0
2800,1
2801,1
2802,0
2803,1
2804,1
2805,1
2806,0
2807,0
2808,1
2809,1
2810,0
2811,1
2812,1
2813,1
2814,1
2815,0
2816,1
2817,1
2818,1
2819,1
2820,1
2821,1
2822,0
2823,1
2824,1
2825,0
2826,0
2827,1
2828,1
2829,1
2830,0
2831,0
2832,0
2833,0
2834,1
2835,0
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,1
2843,1
2844,0
2845,1
2846,0
2847,0
2848,1
2849,1
2850,1
2851,0
2852,1
2853,1
2854,1
2855,0
2856,1
2857,0
2858,1
2859,1
2860,0
2861,0
2862,1
2863,0
2864,0
2865,0
2866,1
2867,1
2868,1
2869,0
2870,0
2871,0
2872,1
2873,1
2874,0
2875,0
2876,1
2877,0
2878,0
2879,1
2880,1
2881,0
2882,1
2883,1
2884,1
2885,1
2886,0
2887,1
2888,1
2889,1
2890,1
2891,1
2892,1
2893,0
2894,1
2895,1
2896,1
2897,1
2898,1
2899,0
2900,1
2901,1
2902,0
2903,1
2904,0
2905,1
2906,1
2907,1
2908,0
2909,0
2910,1
2911,0
2912,1
2913,1
2914,0
2915,1
2916,1
2917,0
2918,0
2919,1
2920,1
2921,1
2922,1
2923,1
2924,0
2925,0
2926,0
2927,1
2928,0
2929,1
2930,0
2931,0
2932,1
2933,1
2934,0
2935,1
2936,1
2937,0
2938,1
2939,1
2940,1
2941,1
2942,0
2943,1
2944,1
2945,1
2946,1
2947,1
2948,1
2949,0
2950,1
2951,0
2952,1
2953,1
2954,0
2955,1
2956,0
2957,0
2958,0
2959,0
2960,1
2961,0
2962,1
2963,0
2964,1
2965,1
2966,0
2967,0
2968,0
2969,0
2970,1
2971,0
2972,0
2973,0
2974,1
2975,1
2976,1
2977,1
2978,1
2979,0
2980,1
2981,1
2982,1
2983,0
2984,0
2985,0
2986,1
2987,0
2988,0
2989,0
2990,1
2991,1
2992,1
2993,0
2994,1
2995,1
2996,1
2997,0
